year,STATE,ZIP,Prov
12-31-2005,AL,35023,10
12-31-2005,AL,35031,5
12-31-2005,AL,35033,5
12-31-2005,AL,35034,5
12-31-2005,AL,35035,4
12-31-2005,AL,35036,*
12-31-2005,AL,35040,10
12-31-2005,AL,35041,0
12-31-2005,AL,35042,*
12-31-2005,AL,35043,6
12-31-2005,AL,35044,4
12-31-2005,AL,35045,7
12-31-2005,AL,35046,7
12-31-2005,AL,35049,4
12-31-2005,AL,35051,4
12-31-2005,AL,35053,6
12-31-2005,AL,35054,*
12-31-2005,AL,35055,13
12-31-2005,AL,35057,8
12-31-2005,AL,35058,7
12-31-2005,AL,35061,5
12-31-2005,AL,35062,4
12-31-2005,AL,35063,4
12-31-2005,AL,35064,11
12-31-2005,AL,35068,5
12-31-2005,AL,35071,9
12-31-2005,AL,35072,6
12-31-2005,AL,35073,*
12-31-2005,AL,35077,8
12-31-2005,AL,35078,7
12-31-2005,AL,35079,5
12-31-2005,AL,35080,7
12-31-2005,AL,35083,6
12-31-2005,AL,35085,5
12-31-2005,AL,35087,4
12-31-2005,AL,35089,5
12-31-2005,AL,35091,*
12-31-2005,AL,35094,7
12-31-2005,AL,35096,8
12-31-2005,AL,35097,5
12-31-2005,AL,35098,4
12-31-2005,AL,35111,4
12-31-2005,AL,35114,4
12-31-2005,AL,35115,6
12-31-2005,AL,35116,*
12-31-2005,AL,35117,4
12-31-2005,AL,35118,4
12-31-2005,AL,35120,*
12-31-2005,AL,35121,7
12-31-2005,AL,35124,11
12-31-2005,AL,35125,*
12-31-2005,AL,35126,8
12-31-2005,AL,35127,4
12-31-2005,AL,35128,6
12-31-2005,AL,35130,*
12-31-2005,AL,35131,*
12-31-2005,AL,35133,*
12-31-2005,AL,35135,*
12-31-2005,AL,35136,5
12-31-2005,AL,35143,4
12-31-2005,AL,35146,7
12-31-2005,AL,35147,5
12-31-2005,AL,35148,4
12-31-2005,AL,35150,8
12-31-2005,AL,35151,6
12-31-2005,AL,35160,11
12-31-2005,AL,35171,4
12-31-2005,AL,35172,*
12-31-2005,AL,35173,8
12-31-2005,AL,35175,5
12-31-2005,AL,35176,*
12-31-2005,AL,35178,4
12-31-2005,AL,35179,8
12-31-2005,AL,35180,5
12-31-2005,AL,35183,4
12-31-2005,AL,35184,4
12-31-2005,AL,35186,*
12-31-2005,AL,35188,6
12-31-2005,AL,35203,12
12-31-2005,AL,35204,10
12-31-2005,AL,35205,10
12-31-2005,AL,35206,8
12-31-2005,AL,35207,10
12-31-2005,AL,35208,6
12-31-2005,AL,35209,17
12-31-2005,AL,35210,14
12-31-2005,AL,35211,11
12-31-2005,AL,35212,8
12-31-2005,AL,35213,11
12-31-2005,AL,35214,9
12-31-2005,AL,35215,11
12-31-2005,AL,35216,13
12-31-2005,AL,35217,9
12-31-2005,AL,35218,5
12-31-2005,AL,35221,4
12-31-2005,AL,35222,10
12-31-2005,AL,35223,10
12-31-2005,AL,35224,7
12-31-2005,AL,35226,11
12-31-2005,AL,35228,6
12-31-2005,AL,35229,0
12-31-2005,AL,35233,11
12-31-2005,AL,35234,10
12-31-2005,AL,35235,10
12-31-2005,AL,35242,13
12-31-2005,AL,35243,11
12-31-2005,AL,35244,12
12-31-2005,AL,35254,*
12-31-2005,AL,35401,10
12-31-2005,AL,35404,8
12-31-2005,AL,35405,8
12-31-2005,AL,35406,8
12-31-2005,AL,35441,*
12-31-2005,AL,35442,4
12-31-2005,AL,35443,*
12-31-2005,AL,35444,5
12-31-2005,AL,35446,*
12-31-2005,AL,35447,*
12-31-2005,AL,35452,*
12-31-2005,AL,35453,8
12-31-2005,AL,35456,5
12-31-2005,AL,35457,*
12-31-2005,AL,35458,*
12-31-2005,AL,35459,*
12-31-2005,AL,35460,*
12-31-2005,AL,35461,*
12-31-2005,AL,35462,4
12-31-2005,AL,35463,*
12-31-2005,AL,35464,*
12-31-2005,AL,35466,6
12-31-2005,AL,35469,*
12-31-2005,AL,35470,*
12-31-2005,AL,35473,7
12-31-2005,AL,35474,4
12-31-2005,AL,35475,5
12-31-2005,AL,35476,11
12-31-2005,AL,35480,*
12-31-2005,AL,35481,4
12-31-2005,AL,35487,*
12-31-2005,AL,35490,7
12-31-2005,AL,35501,10
12-31-2005,AL,35503,*
12-31-2005,AL,35504,5
12-31-2005,AL,35540,4
12-31-2005,AL,35541,*
12-31-2005,AL,35542,*
12-31-2005,AL,35543,*
12-31-2005,AL,35544,*
12-31-2005,AL,35546,*
12-31-2005,AL,35548,*
12-31-2005,AL,35549,*
12-31-2005,AL,35550,4
12-31-2005,AL,35552,*
12-31-2005,AL,35553,5
12-31-2005,AL,35554,*
12-31-2005,AL,35555,6
12-31-2005,AL,35563,4
12-31-2005,AL,35564,*
12-31-2005,AL,35565,8
12-31-2005,AL,35570,*
12-31-2005,AL,35571,*
12-31-2005,AL,35572,*
12-31-2005,AL,35574,*
12-31-2005,AL,35575,*
12-31-2005,AL,35576,*
12-31-2005,AL,35578,4
12-31-2005,AL,35579,*
12-31-2005,AL,35580,4
12-31-2005,AL,35581,4
12-31-2005,AL,35582,4
12-31-2005,AL,35585,4
12-31-2005,AL,35586,4
12-31-2005,AL,35587,*
12-31-2005,AL,35592,7
12-31-2005,AL,35593,*
12-31-2005,AL,35594,4
12-31-2005,AL,35601,9
12-31-2005,AL,35603,10
12-31-2005,AL,35610,*
12-31-2005,AL,35611,8
12-31-2005,AL,35613,7
12-31-2005,AL,35614,4
12-31-2005,AL,35616,4
12-31-2005,AL,35618,*
12-31-2005,AL,35619,6
12-31-2005,AL,35620,5
12-31-2005,AL,35621,4
12-31-2005,AL,35622,6
12-31-2005,AL,35630,6
12-31-2005,AL,35633,4
12-31-2005,AL,35634,6
12-31-2005,AL,35640,10
12-31-2005,AL,35643,*
12-31-2005,AL,35645,5
12-31-2005,AL,35646,5
12-31-2005,AL,35647,*
12-31-2005,AL,35648,*
12-31-2005,AL,35650,7
12-31-2005,AL,35651,*
12-31-2005,AL,35652,7
12-31-2005,AL,35653,4
12-31-2005,AL,35654,4
12-31-2005,AL,35660,7
12-31-2005,AL,35661,8
12-31-2005,AL,35670,6
12-31-2005,AL,35671,4
12-31-2005,AL,35672,4
12-31-2005,AL,35673,5
12-31-2005,AL,35674,7
12-31-2005,AL,35677,*
12-31-2005,AL,35739,4
12-31-2005,AL,35740,5
12-31-2005,AL,35741,5
12-31-2005,AL,35744,4
12-31-2005,AL,35745,*
12-31-2005,AL,35746,*
12-31-2005,AL,35747,4
12-31-2005,AL,35748,9
12-31-2005,AL,35749,8
12-31-2005,AL,35750,8
12-31-2005,AL,35751,*
12-31-2005,AL,35752,5
12-31-2005,AL,35754,7
12-31-2005,AL,35755,4
12-31-2005,AL,35756,9
12-31-2005,AL,35757,5
12-31-2005,AL,35758,11
12-31-2005,AL,35759,6
12-31-2005,AL,35760,*
12-31-2005,AL,35761,6
12-31-2005,AL,35763,7
12-31-2005,AL,35764,*
12-31-2005,AL,35765,*
12-31-2005,AL,35766,*
12-31-2005,AL,35768,8
12-31-2005,AL,35769,6
12-31-2005,AL,35771,4
12-31-2005,AL,35772,7
12-31-2005,AL,35773,6
12-31-2005,AL,35774,4
12-31-2005,AL,35775,*
12-31-2005,AL,35776,6
12-31-2005,AL,35801,14
12-31-2005,AL,35802,13
12-31-2005,AL,35803,9
12-31-2005,AL,35805,13
12-31-2005,AL,35806,14
12-31-2005,AL,35808,4
12-31-2005,AL,35810,10
12-31-2005,AL,35811,9
12-31-2005,AL,35816,14
12-31-2005,AL,35824,10
12-31-2005,AL,35898,4
12-31-2005,AL,35901,11
12-31-2005,AL,35903,10
12-31-2005,AL,35904,6
12-31-2005,AL,35905,7
12-31-2005,AL,35906,8
12-31-2005,AL,35907,5
12-31-2005,AL,35950,8
12-31-2005,AL,35951,6
12-31-2005,AL,35952,6
12-31-2005,AL,35953,4
12-31-2005,AL,35954,11
12-31-2005,AL,35956,7
12-31-2005,AL,35957,8
12-31-2005,AL,35958,*
12-31-2005,AL,35959,5
12-31-2005,AL,35960,9
12-31-2005,AL,35961,5
12-31-2005,AL,35962,4
12-31-2005,AL,35963,*
12-31-2005,AL,35966,*
12-31-2005,AL,35967,9
12-31-2005,AL,35968,7
12-31-2005,AL,35971,4
12-31-2005,AL,35972,*
12-31-2005,AL,35973,*
12-31-2005,AL,35974,*
12-31-2005,AL,35975,*
12-31-2005,AL,35976,10
12-31-2005,AL,35978,*
12-31-2005,AL,35979,*
12-31-2005,AL,35980,5
12-31-2005,AL,35981,*
12-31-2005,AL,35983,4
12-31-2005,AL,35984,5
12-31-2005,AL,35986,5
12-31-2005,AL,35987,4
12-31-2005,AL,35988,*
12-31-2005,AL,35989,5
12-31-2005,AL,36003,4
12-31-2005,AL,36005,*
12-31-2005,AL,36006,6
12-31-2005,AL,36009,*
12-31-2005,AL,36010,7
12-31-2005,AL,36013,*
12-31-2005,AL,36016,4
12-31-2005,AL,36017,5
12-31-2005,AL,36020,*
12-31-2005,AL,36022,7
12-31-2005,AL,36024,5
12-31-2005,AL,36025,5
12-31-2005,AL,36026,6
12-31-2005,AL,36027,8
12-31-2005,AL,36028,4
12-31-2005,AL,36029,6
12-31-2005,AL,36030,*
12-31-2005,AL,36031,*
12-31-2005,AL,36032,7
12-31-2005,AL,36033,6
12-31-2005,AL,36034,4
12-31-2005,AL,36035,7
12-31-2005,AL,36036,4
12-31-2005,AL,36037,10
12-31-2005,AL,36038,*
12-31-2005,AL,36039,4
12-31-2005,AL,36040,*
12-31-2005,AL,36041,4
12-31-2005,AL,36042,5
12-31-2005,AL,36043,9
12-31-2005,AL,36046,5
12-31-2005,AL,36047,4
12-31-2005,AL,36048,4
12-31-2005,AL,36049,7
12-31-2005,AL,36051,5
12-31-2005,AL,36052,7
12-31-2005,AL,36053,5
12-31-2005,AL,36054,9
12-31-2005,AL,36061,*
12-31-2005,AL,36064,8
12-31-2005,AL,36066,11
12-31-2005,AL,36067,11
12-31-2005,AL,36069,5
12-31-2005,AL,36071,*
12-31-2005,AL,36075,6
12-31-2005,AL,36078,9
12-31-2005,AL,36079,8
12-31-2005,AL,36080,5
12-31-2005,AL,36081,10
12-31-2005,AL,36082,*
12-31-2005,AL,36083,7
12-31-2005,AL,36088,4
12-31-2005,AL,36089,6
12-31-2005,AL,36091,5
12-31-2005,AL,36092,10
12-31-2005,AL,36093,5
12-31-2005,AL,36104,13
12-31-2005,AL,36105,9
12-31-2005,AL,36106,12
12-31-2005,AL,36107,10
12-31-2005,AL,36108,10
12-31-2005,AL,36109,11
12-31-2005,AL,36110,9
12-31-2005,AL,36111,10
12-31-2005,AL,36112,5
12-31-2005,AL,36113,4
12-31-2005,AL,36115,5
12-31-2005,AL,36116,12
12-31-2005,AL,36117,13
12-31-2005,AL,36201,8
12-31-2005,AL,36203,7
12-31-2005,AL,36205,5
12-31-2005,AL,36206,6
12-31-2005,AL,36207,5
12-31-2005,AL,36250,4
12-31-2005,AL,36251,6
12-31-2005,AL,36255,4
12-31-2005,AL,36256,5
12-31-2005,AL,36258,*
12-31-2005,AL,36260,6
12-31-2005,AL,36262,*
12-31-2005,AL,36263,*
12-31-2005,AL,36264,*
12-31-2005,AL,36265,8
12-31-2005,AL,36266,4
12-31-2005,AL,36267,*
12-31-2005,AL,36268,5
12-31-2005,AL,36269,*
12-31-2005,AL,36271,5
12-31-2005,AL,36272,8
12-31-2005,AL,36273,*
12-31-2005,AL,36274,6
12-31-2005,AL,36276,6
12-31-2005,AL,36277,*
12-31-2005,AL,36278,5
12-31-2005,AL,36279,*
12-31-2005,AL,36280,4
12-31-2005,AL,36301,8
12-31-2005,AL,36303,10
12-31-2005,AL,36305,9
12-31-2005,AL,36310,8
12-31-2005,AL,36311,7
12-31-2005,AL,36312,6
12-31-2005,AL,36314,4
12-31-2005,AL,36316,5
12-31-2005,AL,36317,*
12-31-2005,AL,36318,4
12-31-2005,AL,36319,5
12-31-2005,AL,36320,4
12-31-2005,AL,36321,*
12-31-2005,AL,36322,8
12-31-2005,AL,36323,8
12-31-2005,AL,36330,10
12-31-2005,AL,36340,7
12-31-2005,AL,36343,5
12-31-2005,AL,36344,4
12-31-2005,AL,36345,9
12-31-2005,AL,36346,4
12-31-2005,AL,36349,*
12-31-2005,AL,36350,8
12-31-2005,AL,36351,5
12-31-2005,AL,36352,7
12-31-2005,AL,36353,6
12-31-2005,AL,36360,8
12-31-2005,AL,36362,5
12-31-2005,AL,36370,*
12-31-2005,AL,36373,*
12-31-2005,AL,36374,*
12-31-2005,AL,36375,6
12-31-2005,AL,36376,5
12-31-2005,AL,36401,6
12-31-2005,AL,36420,9
12-31-2005,AL,36421,*
12-31-2005,AL,36425,*
12-31-2005,AL,36426,8
12-31-2005,AL,36432,6
12-31-2005,AL,36435,*
12-31-2005,AL,36436,4
12-31-2005,AL,36441,8
12-31-2005,AL,36442,5
12-31-2005,AL,36444,*
12-31-2005,AL,36445,4
12-31-2005,AL,36446,*
12-31-2005,AL,36451,8
12-31-2005,AL,36453,4
12-31-2005,AL,36454,*
12-31-2005,AL,36456,5
12-31-2005,AL,36460,*
12-31-2005,AL,36467,7
12-31-2005,AL,36471,*
12-31-2005,AL,36473,*
12-31-2005,AL,36474,*
12-31-2005,AL,36475,4
12-31-2005,AL,36477,7
12-31-2005,AL,36480,*
12-31-2005,AL,36481,*
12-31-2005,AL,36482,*
12-31-2005,AL,36483,4
12-31-2005,AL,36502,6
12-31-2005,AL,36505,7
12-31-2005,AL,36507,11
12-31-2005,AL,36509,6
12-31-2005,AL,36511,4
12-31-2005,AL,36515,*
12-31-2005,AL,36518,5
12-31-2005,AL,36521,5
12-31-2005,AL,36522,8
12-31-2005,AL,36523,5
12-31-2005,AL,36524,4
12-31-2005,AL,36525,7
12-31-2005,AL,36526,11
12-31-2005,AL,36527,7
12-31-2005,AL,36528,5
12-31-2005,AL,36529,5
12-31-2005,AL,36530,*
12-31-2005,AL,36532,10
12-31-2005,AL,36535,7
12-31-2005,AL,36538,*
12-31-2005,AL,36539,4
12-31-2005,AL,36540,*
12-31-2005,AL,36541,6
12-31-2005,AL,36542,5
12-31-2005,AL,36544,6
12-31-2005,AL,36545,9
12-31-2005,AL,36548,6
12-31-2005,AL,36549,*
12-31-2005,AL,36550,4
12-31-2005,AL,36551,*
12-31-2005,AL,36553,9
12-31-2005,AL,36555,*
12-31-2005,AL,36558,5
12-31-2005,AL,36560,4
12-31-2005,AL,36561,4
12-31-2005,AL,36562,5
12-31-2005,AL,36567,5
12-31-2005,AL,36569,5
12-31-2005,AL,36571,12
12-31-2005,AL,36572,6
12-31-2005,AL,36574,*
12-31-2005,AL,36575,10
12-31-2005,AL,36576,*
12-31-2005,AL,36578,*
12-31-2005,AL,36579,5
12-31-2005,AL,36580,*
12-31-2005,AL,36582,12
12-31-2005,AL,36583,4
12-31-2005,AL,36584,4
12-31-2005,AL,36585,*
12-31-2005,AL,36587,6
12-31-2005,AL,36602,12
12-31-2005,AL,36603,10
12-31-2005,AL,36604,12
12-31-2005,AL,36605,12
12-31-2005,AL,36606,14
12-31-2005,AL,36607,11
12-31-2005,AL,36608,11
12-31-2005,AL,36609,12
12-31-2005,AL,36610,8
12-31-2005,AL,36611,7
12-31-2005,AL,36612,8
12-31-2005,AL,36613,7
12-31-2005,AL,36615,8
12-31-2005,AL,36617,8
12-31-2005,AL,36618,11
12-31-2005,AL,36619,11
12-31-2005,AL,36688,*
12-31-2005,AL,36693,11
12-31-2005,AL,36695,13
12-31-2005,AL,36701,8
12-31-2005,AL,36703,8
12-31-2005,AL,36720,*
12-31-2005,AL,36722,*
12-31-2005,AL,36726,4
12-31-2005,AL,36727,*
12-31-2005,AL,36728,4
12-31-2005,AL,36732,5
12-31-2005,AL,36736,*
12-31-2005,AL,36738,*
12-31-2005,AL,36740,*
12-31-2005,AL,36742,*
12-31-2005,AL,36744,*
12-31-2005,AL,36748,4
12-31-2005,AL,36749,4
12-31-2005,AL,36750,4
12-31-2005,AL,36751,*
12-31-2005,AL,36752,6
12-31-2005,AL,36754,4
12-31-2005,AL,36756,4
12-31-2005,AL,36758,4
12-31-2005,AL,36759,*
12-31-2005,AL,36761,*
12-31-2005,AL,36762,*
12-31-2005,AL,36765,*
12-31-2005,AL,36767,4
12-31-2005,AL,36768,5
12-31-2005,AL,36769,5
12-31-2005,AL,36773,*
12-31-2005,AL,36775,*
12-31-2005,AL,36776,*
12-31-2005,AL,36782,*
12-31-2005,AL,36783,4
12-31-2005,AL,36784,9
12-31-2005,AL,36785,5
12-31-2005,AL,36786,5
12-31-2005,AL,36790,*
12-31-2005,AL,36792,4
12-31-2005,AL,36793,*
12-31-2005,AL,36801,10
12-31-2005,AL,36804,6
12-31-2005,AL,36830,12
12-31-2005,AL,36832,7
12-31-2005,AL,36849,*
12-31-2005,AL,36850,4
12-31-2005,AL,36852,4
12-31-2005,AL,36853,6
12-31-2005,AL,36854,4
12-31-2005,AL,36855,5
12-31-2005,AL,36856,4
12-31-2005,AL,36858,*
12-31-2005,AL,36860,*
12-31-2005,AL,36861,4
12-31-2005,AL,36862,8
12-31-2005,AL,36863,5
12-31-2005,AL,36866,7
12-31-2005,AL,36867,5
12-31-2005,AL,36869,6
12-31-2005,AL,36870,5
12-31-2005,AL,36871,4
12-31-2005,AL,36874,5
12-31-2005,AL,36875,6
12-31-2005,AL,36877,*
12-31-2005,AL,36879,4
12-31-2005,AL,36904,5
12-31-2005,AL,36907,*
12-31-2005,AL,36908,*
12-31-2005,AL,36910,*
12-31-2005,AL,36912,*
12-31-2005,AL,36915,*
12-31-2005,AL,36916,0
12-31-2005,AL,36919,*
12-31-2005,AL,36921,*
12-31-2005,AL,36922,*
12-31-2005,AL,36925,4
12-31-2005,AR,71601,7
12-31-2005,AR,71602,8
12-31-2005,AR,71603,8
12-31-2005,AR,71630,4
12-31-2005,AR,71631,*
12-31-2005,AR,71635,4
12-31-2005,AR,71638,4
12-31-2005,AR,71639,4
12-31-2005,AR,71640,4
12-31-2005,AR,71642,*
12-31-2005,AR,71643,*
12-31-2005,AR,71644,*
12-31-2005,AR,71646,6
12-31-2005,AR,71647,*
12-31-2005,AR,71651,*
12-31-2005,AR,71652,4
12-31-2005,AR,71653,4
12-31-2005,AR,71654,4
12-31-2005,AR,71655,8
12-31-2005,AR,71656,*
12-31-2005,AR,71658,*
12-31-2005,AR,71660,*
12-31-2005,AR,71661,*
12-31-2005,AR,71662,*
12-31-2005,AR,71663,*
12-31-2005,AR,71665,4
12-31-2005,AR,71666,*
12-31-2005,AR,71667,4
12-31-2005,AR,71670,*
12-31-2005,AR,71671,5
12-31-2005,AR,71674,*
12-31-2005,AR,71675,4
12-31-2005,AR,71676,*
12-31-2005,AR,71677,*
12-31-2005,AR,71678,*
12-31-2005,AR,71701,6
12-31-2005,AR,71720,*
12-31-2005,AR,71722,*
12-31-2005,AR,71725,*
12-31-2005,AR,71726,4
12-31-2005,AR,71730,10
12-31-2005,AR,71740,*
12-31-2005,AR,71742,4
12-31-2005,AR,71743,4
12-31-2005,AR,71744,5
12-31-2005,AR,71745,*
12-31-2005,AR,71747,*
12-31-2005,AR,71748,*
12-31-2005,AR,71749,5
12-31-2005,AR,71751,6
12-31-2005,AR,71752,*
12-31-2005,AR,71753,9
12-31-2005,AR,71758,*
12-31-2005,AR,71762,4
12-31-2005,AR,71763,*
12-31-2005,AR,71764,4
12-31-2005,AR,71765,5
12-31-2005,AR,71766,*
12-31-2005,AR,71770,6
12-31-2005,AR,71801,5
12-31-2005,AR,71822,6
12-31-2005,AR,71825,*
12-31-2005,AR,71826,*
12-31-2005,AR,71827,*
12-31-2005,AR,71828,*
12-31-2005,AR,71831,4
12-31-2005,AR,71832,*
12-31-2005,AR,71833,*
12-31-2005,AR,71834,*
12-31-2005,AR,71835,*
12-31-2005,AR,71836,4
12-31-2005,AR,71837,*
12-31-2005,AR,71838,*
12-31-2005,AR,71839,*
12-31-2005,AR,71841,*
12-31-2005,AR,71842,*
12-31-2005,AR,71845,4
12-31-2005,AR,71846,*
12-31-2005,AR,71847,*
12-31-2005,AR,71851,5
12-31-2005,AR,71852,5
12-31-2005,AR,71853,*
12-31-2005,AR,71854,7
12-31-2005,AR,71855,*
12-31-2005,AR,71857,5
12-31-2005,AR,71858,*
12-31-2005,AR,71859,*
12-31-2005,AR,71860,4
12-31-2005,AR,71861,5
12-31-2005,AR,71862,4
12-31-2005,AR,71864,*
12-31-2005,AR,71865,*
12-31-2005,AR,71866,4
12-31-2005,AR,71901,8
12-31-2005,AR,71909,8
12-31-2005,AR,71913,9
12-31-2005,AR,71921,4
12-31-2005,AR,71922,*
12-31-2005,AR,71923,8
12-31-2005,AR,71929,*
12-31-2005,AR,71933,*
12-31-2005,AR,71935,*
12-31-2005,AR,71937,*
12-31-2005,AR,71940,*
12-31-2005,AR,71941,*
12-31-2005,AR,71942,*
12-31-2005,AR,71943,*
12-31-2005,AR,71944,*
12-31-2005,AR,71945,*
12-31-2005,AR,71949,4
12-31-2005,AR,71950,*
12-31-2005,AR,71952,*
12-31-2005,AR,71953,5
12-31-2005,AR,71956,*
12-31-2005,AR,71957,*
12-31-2005,AR,71958,*
12-31-2005,AR,71959,*
12-31-2005,AR,71960,*
12-31-2005,AR,71961,*
12-31-2005,AR,71962,*
12-31-2005,AR,71964,4
12-31-2005,AR,71965,*
12-31-2005,AR,71968,5
12-31-2005,AR,71969,*
12-31-2005,AR,71970,*
12-31-2005,AR,71971,*
